Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
ammoRocketRPGHEDesc,items,gun,,,A self-propelled 40mm High Explosive Grenade.\n[00FF00]Usage[-]: Does high damage in a large area. Great against multiple targets.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 60.,,,,,,,,,,,,,
ammoRocketRPGIncendiary,items,gun,,,40mm Incendiary Grenade (Ammo),,,,,,,,,,,,,
ammoRocketRPGIncendiaryDesc,items,gun,,,A self-propelled 40mm High Explosive/Incendiary Grenade.\n[00FF00]Usage[-]: Does high damage in a wide area and sets multiple targets on fire. Doesn't damage blocks.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 60.,,,,,,,,,,,,,
// Grenade Launchers,,,,,,,,,,,,,,,,,,
IZYgunT2LGLChinalakeGrenadeLauncher,items,gun,,,Chinalake 25mm Grenade Launcher (T2),,,,,,,,,,,,,
IZYgunT2LGLChinalakeGrenadeLauncherDesc,items,gun,,,A pump-action 40mm grenade launcher adapted to fire 25mm Grenades. \n[00FF00]Ammo/Cartridge[-]: 25mm Grenade. \n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Rocket Launcher Parts.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 45.,,,,,,,,,,,,,
IZYgunT3LGLXM25,items,gun,,,XM-25 Grenade Launcher (T3),,,,,,,,,,,,,
IZYgunT3LGLXM25Desc,items,gun,,,An experimental automatic grenade launcher.\n[00FF00]Ammo/Cartridge[-]: 25mm Grenade.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Rocket Launcher Parts.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 50.,,,,,,,,,,,,,
IZYgunT3RocketLauncherRPG7,items,gun,,,RPG-7 Grenade Launcher (T3),,,,,,,,,,,,,
IZYgunT3RocketLauncherRPG7Desc,items,gun,,,Everyone knows the RPG-7!\n[00FF00]Ammo/Cartridge[-]: 40mm Grenade.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Rocket Launcher Parts.\n[00FF00]Skill Magazine[-]: Explosive Magazine.\n[00FF00]Required Skill Level[-]: 50.,,,,,,,,,,,,,
//=======================,,,,,,,,,,,,,,,,,,
//IZY_RMP_HVW,,,,,,,,,,,,,,,,,,
//=======================,,,,,,,,,,,,,,,,,,
IZYAmmoHeavyWeaponFlamethrowerNapalmStandardMixture,items,gun,,,Napalm - Standard Mixture,,,,,,,,,,,,,
IZYAmmoHeavyWeaponFlamethrowerNapalmStandardMixtureDesc,items,gun,,,Long burning duration.\nLow damage.,,,,,,,,,,,,,
IZYAmmoHeavyWeaponFlamethrowerNapalmLethalMixture,items,gun,,,Napalm - Lethal Mixture,,,,,,,,,,,,,
IZYAmmoHeavyWeaponFlamethrowerNapalmLethalMixtureDesc,items,gun,,,Short burning duration.\nHigh damage.,,,,,,,,,,,,,
IZYgunT5HeavyWeaponM134MinigunGatling,items,gun,,,M-134 Minigun (T5),,,,,,,,,,,,,
IZYgunT5HeavyWeaponM134MinigunGatlingDesc,items,gun,,,[00FF00]Weapon Type[-]: Heavy weapon - minigun. \n[00FF00]Attribute[-]: Fortitude. / [00FF00]Perk[-]: Machine Gunner.\n[00FF00]Ammo/Cartridge[-]: 7.62mm.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Machine Gun Parts. \n[00FF00]Notes[-]: Cannot be crafted. Use Steroids to reduce recoil.,,,,,,,,,,,,,
IZYgunT5HeavyWeaponM2flameThrower,items,gun,,,M2 Flamethrower (T5),,,,,,,,,,,,,
IZYgunT5HeavyWeaponM2flameThrowerDesc,items,gun,,,[00FF00]Weapon Type[-]: Heavy weapo - flamethrower. \n[00FF00]Attribute[-]: - . / [00FF00]Perk[-]: - .\n[00FF00]Ammo/Cartridge[-]: Napalm. \n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: -.\n[00FF00]Notes[-]: Cannot be crafted.,,,,,,,,,,,,,
//=======================,,,,,,,,,,,,,,,,,,
// IZY_RMP_Miscpack,,,,,,,,,,,,,,,,,,
//=======================,,,,,,,,,,,,,,,,,,
//VANILLA,,,,,,,,,,,,,,,,,,
gunBowT0PrimitiveBow,items,Gun,,,Primitive Bow (T0),,,,,,,,,,,,,
gunBowT0PrimitiveBowDesc,items,Gun,,,Good for hunting and killing zombies.\n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Archery.\n[00FF00]Ammo/Cartridge[-]: Arrows.\n[00FF00]Repair Tool[-]: Wood.\n[00FF00]Material[-]: Wood.,,,,,,,,,,,,,
gunBowT1WoodenBow,items,Gun,,,Wooden Bow (T1),,,,,,,,,,,,,
gunBowT1WoodenBowDesc,items,Gun,,,Good for hunting and killing zombies.\n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Archery.\n[00FF00]Ammo/Cartridge[-]: Arrows.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Bow / Crossbow Parts.,,,,,,,,,,,,,
gunBowT3CompoundBow,items,Gun,,,Compound Bow (T3),,,,,,,,,,,,,
gunBowT3CompoundBowDesc,items,Gun,,,A compound bow does more damage and arrows fly straighter which makes it easier to aim.\n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Archery.\n[00FF00]Ammo/Cartridge[-]: Arrows.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Bow / Crossbow Parts.,,,,,,,,,,,,,
gunBowT1IronCrossbow,items,Gun,,,Iron Crossbow (T1),,,,,,,,,,,,,
gunBowT1IronCrossbowDesc,items,Gun,,,A basic iron crossbow is slow to reload but does more damage than a bow.\n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Archery.\n[00FF00]Ammo/Cartridge[-]: Bolts.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Bow / Crossbow Parts. \n[00FF00]Unique Ability[-]: Fires underwater.,,,,,,,,,,,,,
gunBowT3CompoundCrossbow,items,Gun,,,Compound Crossbow (T3),,,,,,,,,,,,,
gunBowT3CompoundCrossbowDesc,items,Gun,,,A compound crossbow is slow to reload but does more damage than a bow.\n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Archery.\n[00FF00]Ammo/Cartridge[-]: Bolts.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Bow / Crossbow Parts. \n[00FF00]Unique Ability[-]: Fires underwater.,,,,,,,,,,,,,
//IZY,,,,,,,,,,,,,,,,,,
ammoCrossbowLightBoltStone,items,gun,,,Light Stone Bolt (Ammo),,,,,,,,,,,,,
ammoCrossbowLightBoltStoneDesc,items,gun,,,A stone-tipped bolt for the [ff8000]VH Automatic Crossbow[-]. \nCraft using standard Stone Arrows and Stone Bolts.,,,,,,,,,,,,,
ammoCrossbowLightBoltIron,items,gun,,,Light Iron Bolt (Ammo),,,,,,,,,,,,,
ammoCrossbowLightBoltIronDesc,items,Ammo,,,An iron-tipped bolt for the [ff8000]VH Automatic Crossbow[-]. \nCraft using standard Iron Arrows and Iron Bolts.,,,,,,,,,,,,,
ammoCrossbowLightBoltSteelAP,items,gun,,,Light Steel Bolt (Ammo),,,,,,,,,,,,,
ammoCrossbowLightBoltSteelAPDesc,items,gun,,,A steel-tipped bolt for the [ff8000]VH Automatic Crossbow[-]. \nCraft using standard Steel Arrows and Steel Bolts.,,,,,,,,,,,,,
IZYgunT4BowVanhelsingAutomaticCrossbowVH,items,gun,,,VH Automatic Crossbow (T4),,,,,,,,,,,,,
IZYgunT4BowVanhelsingAutomaticCrossbowVHDesc,items,Gun,,,[00FF00]Weapon Type[-]: Repeating crossbow. \n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Archery.\n[00FF00]Ammo/Cartridge[-]: Light Bolts.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Bow / Crossbow Parts. \n[00FF00]Unique Ability[-]: Fires underwater.,,,,,,,,,,,,,
//Added 2026-04-15 2.6.1.1 for 5.1.3.
ammoleadball,items,Ammo,,,Lead Ball,,,,Balle de plomb,,,,Kula ołowiana,,,,,
ammoleadballDesc,items,Ammo,,,Lead balls are used to make ammo for muzzle-loading weapons. Can be crafted at a campfire with lead or in a forge with lead and clay.,,,,Balle de plomb utilisée pour créer une munition pour les armes à chargement par la bouche. Peut être fabriquée au feu de camp avec du plomb et à la forge avec de l'argile et du plomb.,,,,"Kula ołowiana do wytworzenia amunicji do broni odprzodowej, takiej jak muszkiety i pistolety skałkowe. Możesz ją produkować w ognisku z użyciem ołowiu i w kuźni z użyciem gliny i ołowiu.",,,,,
ammoMuzzleloadershot,items,Ammo,,,Muzzleloader Ammo,,,,Munition pour armes à chargement par la bouche,,,,Amunicja do broni odprzodowej,,,,,
ammoMuzzleloadershotDesc,items,Ammo,,,"Muzzleloader ammo can be crafted in your backpack using lead balls, gunpowder and paper.",,,,Munition pour armes à chargement par la bouche,,,,Amunicja do broni odprzodowej,,,,,
//TS - tier special
IZYgunTminus1MusketM1777Rifle,items,gun,,,Musket Model 1777 (TS),,,,,,,,,,,,,
IZYgunTminus1MusketM1777RifleDesc,items,Gun,,,"[00FF00]Weapon Type[-]: Musket. \n[00FF00]Attribute[-]: Perception. / [00FF00]Perk[-]: Dead Eye.\n[00FF00]Ammo/Cartridge[-]: Muzzleloader Ammo.\n[00FF00]Repair Tool[-]: Repair Kit.\n[00FF00]Material[-]: Scrap Iron. \n[00FF00]Unique Ability[-]: Old school, baby!.",,,,,,,,,,,,,,,,,,
//======================================,,,,,,,,,,,,,,,,,,
//IZY_melee,,,,,,,,,,,,,,,,,,
//======================================,,,,,,,,,,,,,,,,,,
IZYBuff2Handsblocking,buffs,Buff,,,Blocking,,,,,,,,,,,,,
IZYMeleeT4BladeKatana,items,Melee,,,Katana (T4),,,,,,,,,,,,,
IZYMeleeT4BladeKatanaDesc,items,Melee,,,[00FF00]Weapon Type[-]: Two-handed sword.\n[00FF00]Attribute[-]: Agility. / [00FF00]Perk[-]: Deep Cuts.\n[00FF00]Usage[-]: Merges light and power attacks in one. Left-click to attack. Right-click to block.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Machete Parts.\n[ff8000]Note[-]: Attack speed must stay at 105.,,,,,,,,,,,,,
//IZYMeleeT4BladeKatanaDesc,items,Melee,,,A two-handed sword.\nMerges light and power attacks in one.\nLeft-click to attack.\nRight-click to block.\nRepair with an Advanced Repair Kit.\nScrap to Machete Parts.\n[ff8000]Attack speed must stay at 105[-].,,,,,,,,,,,,,
IZYMeleeT4SledghammerSpikeMace,items,Melee,,,Spiked Mace (T4),,,,,,,,,,,,,
IZYMeleeT4SledghammerSpikeMaceDesc,items,Melee,,,[00FF00]Weapon Type[-]: Two-handed spiked mace. \n[00FF00]Attribute[-]: Strength. / [00FF00]Perk[-]: Skull Crusher.\n[00FF00]Usage[-]: Merges light and power attacks in one. Left-click to attack. Right-click to block.\n[00FF00]Repair Tool[-]: Advanced Repair Kit.\n[00FF00]Material[-]: Steel Sledghammer Parts.\n[ff8000]Note[-]: Attack speed must stay at 52.,,,,,,,,,,,,,
//IZYMeleeT4SledghammerSpikeMaceDesc,items,Melee,,,A two-handed spiked mace.\nMerges light and power attacks in one.\nLeft-click to attack.\nRight-click to block.\nRepair with an Advanced Repair Kit.\nScrap to Steel Sledghammer Parts.\n[ff8000]Attack speed must stay at 52[-].,,,,,,,,,,,,,
IZYMeleeT4SpearPoleAxe,items,Melee,,,Poleaxe (T4),,,,,,,,,,,,,
IZYMeleeT4SpearPoleAxeDesc,items,Melee,,,[00FF00]Weapon Type[-]: Two-handed multipurpose weapon.\n[00FF00]Attribute[-]: Perception. / [00FF00]Perk[-]: Spear Master. \n[00FF00]Usage[-]: Left-click to perform a horizontal sweep attack. Right-click to thrust like a regular spear. \n[00FF00]Repair Tool[-]: Advanced Repair Kit. \n[00FF00]Material[-]: Steel Spear Parts. \n[ff8000]Note[-]: Attack speed must stay at 60.,,,,,,,,,,,,,
//IZYMeleeT4SpearPoleAxeDesc,items,Melee,,,A two-handed multipurpose weapon.\nLeft-click to perform a horizontal sweep attack.\nRight-click to thrust like a regular spear.\nRepair with an Advanced Repair Kit.\nScrap to Steel Spear Parts.\n[ff8000]Attack Speed Must Stay at 60[-].,,,,,,,,,,,,,
